LINE;PARTICLE;CYCO_SET;CONFIG;MONITOR;DATE;LABEL;NICKNAME;PLOT_TITLE;PLOT_LEGEND;PLOT_SHIFTs;MEMORANDUM
XPR3;CARB;STABILITY_270;SCAN_HE-025A-QUE;CAMeretta;08/10/2022,26/02/2023;Rough_Scan,CAM XPR - no HV;XPR3,C270,HE-025A-QUE,SOLUTION;XPR3, C270mm, HE-025A-QUE scan (2022-10-08 vs 2023-02-26) - Role of HV;LABEL;0,2;
